On Paid Amount,On Paid Amount,
On Previous Row Amount,On Previous Row Amount,
On Previous Row Total,On Previous Row Total,
On Purchase Order Submission,On Purchase Order Submission,
On Sales Order Submission,On Sales Order Submission,
On Task Completion,On Task Completion,
On This Date,On This Date,
On Track,On Track,
On enabling this cancellation entries will be posted on the actual cancellation date and reports will consider cancelled entries as well,On enabling this cancellation entries will be posted on the actual cancellation date and reports will consider cancelled entries as well,
"On expanding a row in the Items to Manufacture table, you'll see an option to 'Include Exploded Items'. Ticking this includes raw materials of the sub-assembly items in the production process.","On expanding a row in the Items to Manufacture table, you'll see an option to 'Include Exploded Items'. Ticking this includes raw materials of the sub-assembly items in the production process.",
"On submission of the stock transaction, system will auto create the Serial and Batch Bundle based on the Serial No / Batch fields.","On submission of the stock transaction, system will auto create the Serial and Batch Bundle based on the Serial No / Batch fields.",
On {0} Creation,On {0} Creation,
On-machine press checks,On-machine press checks,
"Once set, this invoice will be on hold till the set date","Once set, this invoice will be on hold till the set date",
Once the Work Order is Closed. It can't be resumed.,Once the Work Order is Closed. It can't be resumed.,
One customer can be part of only single Loyalty Program.,One customer can be part of only single Loyalty Program.,
Ongoing Job Cards,Ongoing Job Cards,
Only 'Payment Entries' made against this advance account are supported.,Only 'Payment Entries' made against this advance account are supported.,
Only CSV and Excel files can be used to for importing data. Please check the file format you are trying to upload,Only CSV and Excel files can be used to for importing data. Please check the file format you are trying to upload,
Only Include Allocated Payments,Only Include Allocated Payments,
Only Parent can be of type {0},Only Parent can be of type {0},
Only applies for Normal Payments,Only applies for Normal Payments,
Only existing assets,Only existing assets,
Only leaf nodes are allowed in transaction,Only leaf nodes are allowed in transaction,
Only one {0} entry can be created against the Work Order {1},Only one {0} entry can be created against the Work Order {1},
Only show Customer of these Customer Groups,Only show Customer of these Customer Groups,
Only show Items from these Item Groups,Only show Items from these Item Groups,
"Only values between [0,1) are allowed. Like {0.00, 0.04, 0.09, ...}
Ex: If allowance is set at 0.07, accounts that have balance of 0.07 in either of the currencies will be considered as zero balance account","Only values between [0,1) are allowed. Like {0.00, 0.04, 0.09, ...}
Ex: If allowance is set at 0.07, accounts that have balance of 0.07 in either of the currencies will be considered as zero balance account",
Only {0} are supported,Only {0} are supported,
Open,Open,
Open Activities HTML,Open Activities HTML,
Open BOM {0},Open BOM {0},
Open Call Log,Open Call Log,
Open Contact,Open Contact,
Open Event,Open Event,
Open Events,Open Events,
Open Form View,Open Form View,
Open Issues,Open Issues,
Open Item {0},Open Item {0},
Open Notifications,Open Notifications,
Open Projects,Open Projects,
Open Quotations,Open Quotations,
Open Sales Orders,Open Sales Orders,
Open Task,Open Task,
Open Tasks,Open Tasks,
Open To Do,Open To Do,
Open Work Order {0},Open Work Order {0},
Open Work Orders,Open Work Orders,
Open a new ticket,Open a new ticket,
Opening,Opening,
Opening (Cr),Opening (Cr),
Opening (Dr),Opening (Dr),
Opening Accumulated Depreciation,Opening Accumulated Depreciation,
Opening Accumulated Depreciation must be less than or equal to {0},Opening Accumulated Depreciation must be less than or equal to {0},
Opening Amount,Opening Amount,
Opening Balance,Opening Balance,
Opening Balance Details,Opening Balance Details,
Opening Balance Equity,Opening Balance Equity,
Opening Date,Opening Date,
Opening Entry,Opening Entry,
Opening Entry can not be created after Period Closing Voucher is created.,Opening Entry can not be created after Period Closing Voucher is created.,
Opening Invoice Creation In Progress,Opening Invoice Creation In Progress,
Opening Invoice Creation Tool,Opening Invoice Creation Tool,
Opening Invoice Creation Tool Item,Opening Invoice Creation Tool Item,
Opening Invoice Item,Opening Invoice Item,
"Opening Invoice has rounding adjustment of {0}.<br><br> '{1}' account is required to post these values. Please set it in Company: {2}.<br><br> Or, '{3}' can be enabled to not post any rounding adjustment.","Opening Invoice has rounding adjustment of {0}.<br><br> '{1}' account is required to post these values. Please set it in Company: {2}.<br><br> Or, '{3}' can be enabled to not post any rounding adjustment.",
Opening Invoices,Opening Invoices,
Opening Invoices Summary,Opening Invoices Summary,
Opening Number of Booked Depreciations,Opening Number of Booked Depreciations,
Opening Purchase Invoices have been created.,Opening Purchase Invoices have been created.,
Opening Qty,Opening Qty,
Opening Sales Invoices have been created.,Opening Sales Invoices have been created.,
Opening Stock,Opening Stock,
Opening Time,Opening Time,
Opening Value,Opening Value,
Operating Cost,Operating Cost,
Operating Cost (Company Currency),Operating Cost (Company Currency),
Operating Cost Per BOM Quantity,Operating Cost Per BOM Quantity,
Operating Cost as per Work Order / BOM,Operating Cost as per Work Order / BOM,
Operating Cost(Company Currency),Operating Cost(Company Currency),
Operating Costs,Operating Costs,
Operation,Operation,
Operation & Workstation,Operation & Workstation,
Operation Cost,Operation Cost,
Operation Description,Operation Description,
Operation ID,Operation ID,
Operation Id,Operation Id,
Operation Row Number,Operation Row Number,
Operation Time,Operation Time,
Operation Time must be greater than 0 for Operation {0},Operation Time must be greater than 0 for Operation {0},
Operation completed for how many finished goods?,Operation completed for how many finished goods?,
Operation time does not depend on quantity to produce,Operation time does not depend on quantity to produce,
Operation {0} added multiple times in the work order {1},Operation {0} added multiple times in the work order {1},
Operation {0} does not belong to the work order {1},Operation {0} does not belong to the work order {1},
"Operation {0} longer than any available working hours in workstation {1}, break down the operation into multiple operations","Operation {0} longer than any available working hours in workstation {1}, break down the operation into multiple operations",
Operations,Operations,
Operations cannot be left blank,Operations cannot be left blank,
Operator,Operator,
Opp Count,Opp Count,
Opp/Lead %,Opp/Lead %,
Opportunities,Opportunities,
Opportunities by lead source,Opportunities by lead source,
Opportunity,Opportunity,
Opportunity Amount,Opportunity Amount,
Opportunity Amount (Company Currency),Opportunity Amount (Company Currency),
Opportunity Date,Opportunity Date,
Opportunity From,Opportunity From,
Opportunity Item,Opportunity Item,
Opportunity Lost Reason,Opportunity Lost Reason,
Opportunity Lost Reason Detail,Opportunity Lost Reason Detail,
Opportunity Owner,Opportunity Owner,
Opportunity Source,Opportunity Source,
Opportunity Summary by Sales Stage,Opportunity Summary by Sales Stage,
Opportunity Type,Opportunity Type,
Opportunity Value,Opportunity Value,
Opportunity {0} created,Opportunity {0} created,
Optimize Route,Optimize Route,
"Optional. Sets company's default currency, if not specified.","Optional. Sets company's default currency, if not specified.",
Optional. This setting will be used to filter in various transactions.,Optional. This setting will be used to filter in various transactions.,
Options,Options,
Orange,Orange,
Order Amount,Order Amount,
Order Buying Purpose,Order Buying Purpose,
Order By,Order By,
Order Confirmation Date,Order Confirmation Date,
Order Confirmation No,Order Confirmation No,
Order Count,Order Count,
Order Date,Order Date,
Order Information,Order Information,
Order No,Order No,
Order Qty,Order Qty,
Order Status,Order Status,
Order Type,Order Type,
Order Value,Order Value,
"Order in which sections should appear. 0 is first, 1 is second and so on.","Order in which sections should appear. 0 is first, 1 is second and so on.",
Order/Quot %,Order/Quot %,
Ordered,Ordered,
Ordered Qty,Ordered Qty,
"Ordered Qty: Quantity ordered for purchase, but not received.","Ordered Qty: Quantity ordered for purchase, but not received.",
Ordered Quantity,Ordered Quantity,
Orders,Orders,
Organization,Organization,
Orientation,Orientation,
Original Item,Original Item,
Other,Khác,
Other Details,Other Details,
Other Info,Other Info,
Other Settings,Other Settings,
Out Qty,Out Qty,
Out Value,Out Value,
Out of AMC,Out of AMC,
Out of Order,Out of Order,
Out of Stock,Out of Stock,
Out of Warranty,Out of Warranty,
Out of stock,Out of stock,
Outgoing,Outgoing,
Outgoing Rate,Outgoing Rate,
Outstanding,Outstanding,
Outstanding (Company Currency),Outstanding (Company Currency),
Outstanding Amount,Outstanding Amount,
Outstanding Amt,Outstanding Amt,
Outstanding Cheques and Deposits to clear,Outstanding Cheques and Deposits to clear,
Outstanding for {0} cannot be less than zero ({1}),Outstanding for {0} cannot be less than zero ({1}),
Outward,Outward,
Oval,Oval,
Over Billing Allowance (%),Over Billing Allowance (%),
Over Delivery/Receipt Allowance (%),Over Delivery/Receipt Allowance (%),
Over Picking Allowance,Over Picking Allowance,
Over Receipt,Over Receipt,
Over Receipt/Delivery of {0} {1} ignored for item {2} because you have {3} role.,Over Receipt/Delivery of {0} {1} ignored for item {2} because you have {3} role.,
Over Transfer Allowance,Over Transfer Allowance,
Over Transfer Allowance (%),Over Transfer Allowance (%),
Overbilling of {0} {1} ignored for item {2} because you have {3} role.,Overbilling of {0} {1} ignored for item {2} because you have {3} role.,
Overbilling of {} ignored because you have {} role.,Overbilling of {} ignored because you have {} role.,
Overdue,Overdue,
Overdue Days,Overdue Days,
Overdue Payment,Overdue Payment,
Overdue Payments,Overdue Payments,
Overdue Tasks,Overdue Tasks,
Overdue and Discounted,Overdue and Discounted,
Overlap in scoring between {0} and {1},Overlap in scoring between {0} and {1},
Overlapping conditions found between:,Overlapping conditions found between:,
Overproduction Percentage For Sales Order,Overproduction Percentage For Sales Order,
Overproduction Percentage For Work Order,Overproduction Percentage For Work Order,
Overproduction for Sales and Work Order,Overproduction for Sales and Work Order,
Overview,Overview,
Owned,Owned,
Owner,Owner,
PAN No,PAN No,
PDF Name,PDF Name,
PIN,PIN,
PMO-,PMO-,
PO Supplied Item,PO Supplied Item,
PO-JOB.#####,PO-JOB.#####,
POS,POS,
POS Closed,POS Closed,
POS Closing Entry,POS Closing Entry,
POS Closing Entry Detail,POS Closing Entry Detail,
POS Closing Entry Taxes,POS Closing Entry Taxes,
POS Closing Failed,POS Closing Failed,
POS Closing failed while running in a background process. You can resolve the {0} and retry the process again.,POS Closing failed while running in a background process. You can resolve the {0} and retry the process again.,
POS Customer Group,POS Customer Group,
POS Field,POS Field,
POS Invoice,POS Invoice,
POS Invoice Item,POS Invoice Item,
POS Invoice Merge Log,POS Invoice Merge Log,
POS Invoice Reference,POS Invoice Reference,
POS Invoice is already consolidated,POS Invoice is already consolidated,
POS Invoice is not submitted,POS Invoice is not submitted,
POS Invoice isn't created by user {},POS Invoice isn't created by user {},
POS Invoice should have the field {0} checked.,POS Invoice should have the field {0} checked.,
POS Invoices,POS Invoices,
POS Invoices will be consolidated in a background process,POS Invoices will be consolidated in a background process,
POS Invoices will be unconsolidated in a background process,POS Invoices will be unconsolidated in a background process,
POS Item Group,POS Item Group,
POS Opening Entry,POS Opening Entry,
POS Opening Entry Detail,POS Opening Entry Detail,
POS Opening Entry Missing,POS Opening Entry Missing,
POS Payment Method,POS Payment Method,
POS Profile,POS Profile,
POS Profile User,POS Profile User,
POS Profile doesn't match {},POS Profile doesn't match {},
POS Profile required to make POS Entry,POS Profile required to make POS Entry,
POS Profile {} contains Mode of Payment {}. Please remove them to disable this mode.,POS Profile {} contains Mode of Payment {}. Please remove them to disable this mode.,
POS Profile {} does not belongs to company {},POS Profile {} does not belongs to company {},
POS Register,POS Register,
POS Search Fields,POS Search Fields,
POS Setting,POS Setting,
POS Settings,POS Settings,
POS Transactions,POS Transactions,
POS has been closed at {0}. Please refresh the page.,POS has been closed at {0}. Please refresh the page.,
POS invoice {0} created succesfully,POS invoice {0} created succesfully,
POS-CLO-,POS-CLO-,
PRLE-.####,PRLE-.####,
PROJ-.####,PROJ-.####,
PSOA Cost Center,PSOA Cost Center,
PSOA Project,PSOA Project,
PU-SSP-.YYYY.-,PU-SSP-.YYYY.-,
PUR-ORD-.YYYY.-,PUR-ORD-.YYYY.-,
PUR-RFQ-.YYYY.-,PUR-RFQ-.YYYY.-,
PUR-SQTN-.YYYY.-,PUR-SQTN-.YYYY.-,
PZN,PZN,
Package No(s) already in use. Try from Package No {0},Package No(s) already in use. Try from Package No {0},
Package Weight Details,Package Weight Details,
Packaging Slip From Delivery Note,Packaging Slip From Delivery Note,
Packed Item,Packed Item,
Packed Items,Packed Items,
Packed Items cannot be transferred internally,Packed Items cannot be transferred internally,
Packed Qty,Packed Qty,
Packing List,Packing List,
Packing Slip,Packing Slip,
Packing Slip Item,Packing Slip Item,
Packing Slip(s) cancelled,Packing Slip(s) cancelled,
Packing Unit,Packing Unit,
Page Break,Page Break,
Page Break After Each SoA,Page Break After Each SoA,
Page {0} of {1},Page {0} of {1},
Paid,Paid,
Paid Amount,Paid Amount,
Paid Amount (Company Currency),Paid Amount (Company Currency),
Paid Amount After Tax,Paid Amount After Tax,
Paid Amount After Tax (Company Currency),Paid Amount After Tax (Company Currency),
Paid Amount cannot be greater than total negative outstanding amount {0},Paid Amount cannot be greater than total negative outstanding amount {0},
Paid From Account Type,Paid From Account Type,
Paid Loan,Paid Loan,
Paid To Account Type,Paid To Account Type,
Paid amount + Write Off Amount can not be greater than Grand Total,Paid amount + Write Off Amount can not be greater than Grand Total,
Pallets,Pallets,
Parameter,Parameter,
Parameter Group,Parameter Group,
Parameter Group Name,Parameter Group Name,
Parameter Name,Parameter Name,
Parameters,Parameters,
Parcel Template,Parcel Template,
Parcel Template Name,Parcel Template Name,
Parcel weight cannot be 0,Parcel weight cannot be 0,
Parcels,Parcels,
Parent,Parent,
Parent Account,Parent Account,
Parent Account Missing,Parent Account Missing,
Parent Batch,Parent Batch,
Parent Company,Parent Company,
Parent Company must be a group company,Parent Company must be a group company,
Parent Cost Center,Parent Cost Center,
Parent Customer Group,Parent Customer Group,
Parent Department,Parent Department,
Parent Detail docname,Parent Detail docname,
Parent Document,Parent Document,
Parent Item,Parent Item,
Parent Item Group,Parent Item Group,
Parent Item {0} must not be a Fixed Asset,Parent Item {0} must not be a Fixed Asset,
Parent Item {0} must not be a Stock Item,Parent Item {0} must not be a Stock Item,
Parent Location,Parent Location,
Parent Procedure,Parent Procedure,
Parent Row No,Parent Row No,
Parent Row No not found for {0},Parent Row No not found for {0},
Parent Sales Person,Parent Sales Person,
Parent Supplier Group,Parent Supplier Group,
Parent Task,Parent Task,
Parent Task {0} is not a Template Task,Parent Task {0} is not a Template Task,
Parent Territory,Parent Territory,
Parent Warehouse,Parent Warehouse,
Parsing Error,Parsing Error,
Partial Material Transferred,Partial Material Transferred,
Partial Payment in POS Invoice is not allowed.,Partial Payment in POS Invoice is not allowed.,
Partial Stock Reservation,Partial Stock Reservation,
Partial Success,Partial Success,
Partially Completed,Partially Completed,
Partially Delivered,Partially Delivered,
Partially Depreciated,Partially Depreciated,
Partially Fulfilled,Partially Fulfilled,
Partially Ordered,Partially Ordered,
Partially Paid,Partially Paid,
Partially Received,Partially Received,
Partially Reconciled,Partially Reconciled,
Partially Reserved,Partially Reserved,
Partially ordered,Partially ordered,
Partly Billed,Partly Billed,
Partly Delivered,Partly Delivered,
Partly Paid,Partly Paid,
Partly Paid and Discounted,Partly Paid and Discounted,
Partner Type,Partner Type,
Partner website,Partner website,
Partnership,Partnership,
Party,Party,
Party Account,Party Account,
Party Account Currency,Party Account Currency,
Party Account No. (Bank Statement),Party Account No. (Bank Statement),
Party Account {0} currency ({1}) and document currency ({2}) should be same,Party Account {0} currency ({1}) and document currency ({2}) should be same,
Party Balance,Party Balance,
Party Bank Account,Party Bank Account,
Party Details,Party Details,
Party IBAN (Bank Statement),Party IBAN (Bank Statement),
Party Information,Party Information,
Party Item Code,Party Item Code,
Party Link,Party Link,
Party Name,Party Name,
Party Name/Account Holder (Bank Statement),Party Name/Account Holder (Bank Statement),
Party Specific Item,Party Specific Item,
Party Type,Party Type,
Party Type and Party can only be set for Receivable / Payable account<br><br>{0},Party Type and Party can only be set for Receivable / Payable account<br><br>{0},
Party Type and Party is mandatory for {0} account,Party Type and Party is mandatory for {0} account,
Party Type and Party is required for Receivable / Payable account {0},Party Type and Party is required for Receivable / Payable account {0},
Party Type is mandatory,Party Type is mandatory,
Party User,Party User,
Party can only be one of {0},Party can only be one of {0},
Party is mandatory,Party is mandatory,
Passed,Passed,
Passport Details,Passport Details,
Passport Number,Passport Number,
Past Due Date,Past Due Date,
Path,Path,
Pause,Pause,
Pause Job,Pause Job,
Pause SLA On Status,Pause SLA On Status,
Paused,Paused,
Pay,Pay,
Pay To / Recd From,Pay To / Recd From,
Payable,Payable,
Payable Account,Payable Account,
Payables,Payables,
Payer Settings,Payer Settings,
Payment,Payment,
Payment Account,Payment Account,
Payment Amount,Payment Amount,
Payment Amount (Company Currency),Payment Amount (Company Currency),
Payment Channel,Payment Channel,
Payment Deductions or Loss,Payment Deductions or Loss,
Payment Document,Payment Document,
Payment Document Type,Payment Document Type,
Payment Due Date,Payment Due Date,
Payment Entries,Payment Entries,
Payment Entries {0} are un-linked,Payment Entries {0} are un-linked,
Payment Entry,Payment Entry,
Payment Entry Deduction,Payment Entry Deduction,
Payment Entry Reference,Payment Entry Reference,
Payment Entry already exists,Payment Entry already exists,
Payment Entry has been modified after you pulled it. Please pull it again.,Payment Entry has been modified after you pulled it. Please pull it again.,
Payment Entry is already created,Payment Entry is already created,
"Payment Entry {0} is linked against Order {1}, check if it should be pulled as advance in this invoice.","Payment Entry {0} is linked against Order {1}, check if it should be pulled as advance in this invoice.",
Payment Failed,Payment Failed,
Payment From / To,Payment From / To,
Payment Gateway,Payment Gateway,
Payment Gateway Account,Payment Gateway Account,
"Payment Gateway Account not created, please create one manually.","Payment Gateway Account not created, please create one manually.",
Payment Gateway Details,Payment Gateway Details,
Payment Ledger,Payment Ledger,
Payment Ledger Balance,Payment Ledger Balance,
Payment Ledger Entry,Payment Ledger Entry,
Payment Limit,Payment Limit,
Payment Method,Payment Method,
Payment Methods,Payment Methods,
Payment Mode,Payment Mode,
Payment Order,Payment Order,
Payment Order Reference,Payment Order Reference,
Payment Order Status,Payment Order Status,
Payment Order Type,Payment Order Type,
Payment Ordered,Payment Ordered,
Payment Period Based On Invoice Date,Payment Period Based On Invoice Date,
Payment Plan,Payment Plan,
Payment Receipt Note,Payment Receipt Note,
Payment Received,Payment Received,
Payment Reconciliation,Payment Reconciliation,
Payment Reconciliation Allocation,Payment Reconciliation Allocation,
Payment Reconciliation Invoice,Payment Reconciliation Invoice,
Payment Reconciliation Job: {0} is running for this party. Can't reconcile now.,Payment Reconciliation Job: {0} is running for this party. Can't reconcile now.,
Payment Reconciliation Payment,Payment Reconciliation Payment,
Payment Reconciliation Settings,Payment Reconciliation Settings,
Payment Reference,Payment Reference,
Payment References,Payment References,
Payment Request,Payment Request,
Payment Request Outstanding,Payment Request Outstanding,
Payment Request Type,Payment Request Type,
Payment Request created from Sales Order or Purchase Order will be in Draft status. When disabled document will be in unsaved state.,Payment Request created from Sales Order or Purchase Order will be in Draft status. When disabled document will be in unsaved state.,
Payment Request for {0},Payment Request for {0},
Payment Request is already created,Payment Request is already created,
Payment Request took too long to respond. Please try requesting for payment again.,Payment Request took too long to respond. Please try requesting for payment again.,
Payment Requests cannot be created against: {0},Payment Requests cannot be created against: {0},
Payment Schedule,Payment Schedule,
Payment Status,Payment Status,
Payment Term,Payment Term,
Payment Term Name,Payment Term Name,
Payment Term Outstanding,Payment Term Outstanding,
Payment Terms,Payment Terms,
Payment Terms Status for Sales Order,Payment Terms Status for Sales Order,
Payment Terms Template,Payment Terms Template,
Payment Terms Template Detail,Payment Terms Template Detail,
Payment Terms from orders will be fetched into the invoices as is,Payment Terms from orders will be fetched into the invoices as is,
Payment Type,Payment Type,
"Payment Type must be one of Receive, Pay and Internal Transfer","Payment Type must be one of Receive, Pay and Internal Transfer",
Payment Unlink Error,Payment Unlink Error,
Payment against {0} {1} cannot be greater than Outstanding Amount {2},Payment against {0} {1} cannot be greater than Outstanding Amount {2},
Payment amount cannot be less than or equal to 0,Payment amount cannot be less than or equal to 0,
Payment methods are mandatory. Please add at least one payment method.,Payment methods are mandatory. Please add at least one payment method.,
Payment of {0} received successfully.,Payment of {0} received successfully.,
Payment of {0} received successfully. Waiting for other requests to complete...,Payment of {0} received successfully. Waiting for other requests to complete...,
Payment related to {0} is not completed,Payment related to {0} is not completed,
Payment request failed,Payment request failed,
Payment term {0} not used in {1},Payment term {0} not used in {1},
Payments,Payments,
Payroll Entry,Payroll Entry,
Payroll Payable,Payroll Payable,
Payslip,Payslip,
Pear,Pear,
Pending,Pending,
Pending Activities,Pending Activities,
Pending Amount,Pending Amount,
Pending Qty,Pending Qty,
Pending Quantity,Pending Quantity,
Pending Review,Pending Review,
Pending SO Items For Purchase Request,Pending SO Items For Purchase Request,
Pending Work Order,Pending Work Order,
Pending activities for today,Pending activities for today,
Pending processing,Pending processing,
Per Month,Per Month,
Per Received,Per Received,
Per Transferred,Per Transferred,
Per Week,Per Week,
Per Year,Per Year,
Percentage,Percentage,
Percentage (%),Percentage (%),
Percentage Allocation,Percentage Allocation,
Percentage Allocation should be equal to 100%,Percentage Allocation should be equal to 100%,
Percentage you are allowed to order beyond the Blanket Order quantity.,Percentage you are allowed to order beyond the Blanket Order quantity.,
Percentage you are allowed to sell beyond the Blanket Order quantity.,Percentage you are allowed to sell beyond the Blanket Order quantity.,
Percentage you are allowed to transfer more against the quantity ordered. For example: If you have ordered 100 units. and your Allowance is 10% then you are allowed to transfer 110 units.,Percentage you are allowed to transfer more against the quantity ordered. For example: If you have ordered 100 units. and your Allowance is 10% then you are allowed to transfer 110 units.,
Perception Analysis,Perception Analysis,
Period,Period,
Period Based On,Period Based On,
Period Closed,Period Closed,
Period Closing Entry For Current Period,Period Closing Entry For Current Period,
Period Closing Settings,Period Closing Settings,
Period Closing Voucher,Period Closing Voucher,
Period Details,Period Details,
Period End Date,Period End Date,
Period End Date cannot be greater than Fiscal Year End Date,Period End Date cannot be greater than Fiscal Year End Date,
Period Name,Period Name,
Period Score,Period Score,
Period Settings,Period Settings,
Period Start Date,Period Start Date,
Period Start Date cannot be greater than Period End Date,Period Start Date cannot be greater than Period End Date,
Period Start Date must be {0},Period Start Date must be {0},
Period To Date,Period To Date,
Period based On,Period based On,
Period_from_date,Period_from_date,
Periodicity,Periodicity,
Permanent Address,Permanent Address,
Permanent Address Is,Permanent Address Is,
Perpetual inventory required for the company {0} to view this report.,Perpetual inventory required for the company {0} to view this report.,
Personal,Cá nhân,
Personal Email,Personal Email,
Petrol,Petrol,
Pharmaceutical,Pharmaceutical,
Phone,Phone,
Phone Ext.,Phone Ext.,
Phone No,Phone No,
Phone Number,Phone Number,
"Phone Number must be unique, it is already used in {0}","Phone Number must be unique, it is already used in {0}",
Phone number must be at least 10 digits long.,Phone number must be at least 10 digits long.,
Phân Khúc Thị Trường,Phân Khúc Thị Trường,
Phạm Vi,Phạm Vi,
Phần Trăm Doanh Số (%),Phần Trăm Doanh Số (%),
Phần Trăm Giảm Giá (%),Phần Trăm Giảm Giá (%),
Pick List,Pick List,
Pick List Incomplete,Pick List Incomplete,
Pick List Item,Pick List Item,
Pick Manually,Pick Manually,
Pick Serial / Batch Based On,Pick Serial / Batch Based On,
Pick Serial / Batch No,Pick Serial / Batch No,
Picked Qty,Picked Qty,
Picked Qty (in Stock UOM),Picked Qty (in Stock UOM),
Pickup,Pickup,
Pickup Contact Person,Pickup Contact Person,
Pickup Date,Pickup Date,
Pickup Date cannot be before this day,Pickup Date cannot be before this day,
Pickup From,Pickup From,
Pickup To time should be greater than Pickup From time,Pickup To time should be greater than Pickup From time,
Pickup Type,Pickup Type,
Pickup from,Pickup from,
Pickup to,Pickup to,
Pipeline By,Pipeline By,
Place of Issue,Place of Issue,
Plaid Access Token,Plaid Access Token,
Plaid Client ID,Plaid Client ID,
Plaid Environment,Plaid Environment,
Plaid Link Failed,Plaid Link Failed,
Plaid Link Refresh Required,Plaid Link Refresh Required,
Plaid Link Updated,Plaid Link Updated,
Plaid Secret,Plaid Secret,
Plaid Settings,Plaid Settings,
Plaid transactions sync error,Plaid transactions sync error,
Plan,Plan,
Plan Name,Plan Name,
Plan material for sub-assemblies,Plan material for sub-assemblies,
Plan operations X days in advance,Plan operations X days in advance,
Plan time logs outside Workstation working hours,Plan time logs outside Workstation working hours,
Plan to Request Qty,Plan to Request Qty,
Planned,Planned,
Planned End Date,Planned End Date,
Planned End Time,Planned End Time,
Planned Operating Cost,Planned Operating Cost,
Planned Qty,Planned Qty,
"Planned Qty: Quantity, for which, Work Order has been raised, but is pending to be manufactured.","Planned Qty: Quantity, for which, Work Order has been raised, but is pending to be manufactured.",
Planned Quantity,Planned Quantity,
Planned Start Date,Planned Start Date,
Planned Start Time,Planned Start Time,
Planning,Planning,
Plans,Plans,
Plant Dashboard,Plant Dashboard,
Plant Floor,Plant Floor,
Plants and Machineries,Plants and Machineries,
"Please Restock Items and Update the Pick List to continue. To discontinue, cancel the Pick List.","Please Restock Items and Update the Pick List to continue. To discontinue, cancel the Pick List.",
Please Select a Company,Please Select a Company,
Please Select a Company.,Please Select a Company.,
Please Select a Customer,Please Select a Customer,
Please Select a Supplier,Please Select a Supplier,
Please Set Priority,Please Set Priority,
Please Set Supplier Group in Buying Settings.,Please Set Supplier Group in Buying Settings.,
Please Specify Account,Please Specify Account,
Please add 'Supplier' role to user {0}.,Please add 'Supplier' role to user {0}.,
Please add Mode of payments and opening balance details.,Please add Mode of payments and opening balance details.,
Please add Request for Quotation to the sidebar in Portal Settings.,Please add Request for Quotation to the sidebar in Portal Settings.,
Please add Root Account for - {0},Please add Root Account for - {0},
Please add a Temporary Opening account in Chart of Accounts,Please add a Temporary Opening account in Chart of Accounts,
Please add atleast one Serial No / Batch No,Please add atleast one Serial No / Batch No,
Please add the Bank Account column,Please add the Bank Account column,
Please add the account to root level Company - {0},Please add the account to root level Company - {0},
Please add the account to root level Company - {},Please add the account to root level Company - {},
Please add {1} role to user {0}.,Please add {1} role to user {0}.,
Please adjust the qty or edit {0} to proceed.,Please adjust the qty or edit {0} to proceed.,
Please attach CSV file,Please attach CSV file,
Please cancel and amend the Payment Entry,Please cancel and amend the Payment Entry,
Please cancel payment entry manually first,Please cancel payment entry manually first,
Please cancel related transaction.,Please cancel related transaction.,
Please check Multi Currency option to allow accounts with other currency,Please check Multi Currency option to allow accounts with other currency,
Please check Process Deferred Accounting {0} and submit manually after resolving errors.,Please check Process Deferred Accounting {0} and submit manually after resolving errors.,
Please check either with operations or FG Based Operating Cost.,Please check either with operations or FG Based Operating Cost.,
Please check the error message and take necessary actions to fix the error and then restart the reposting again.,Please check the error message and take necessary actions to fix the error and then restart the reposting again.,
Please check your Plaid client ID and secret values,Please check your Plaid client ID and secret values,
Please check your email to confirm the appointment,Please check your email to confirm the appointment,
Please click on 'Generate Schedule',Please click on 'Generate Schedule',
Please click on 'Generate Schedule' to fetch Serial No added for Item {0},Please click on 'Generate Schedule' to fetch Serial No added for Item {0},
Please click on 'Generate Schedule' to get schedule,Please click on 'Generate Schedule' to get schedule,
Please contact any of the following users to extend the credit limits for {0}: {1},Please contact any of the following users to extend the credit limits for {0}: {1},
Please contact any of the following users to {} this transaction.,Please contact any of the following users to {} this transaction.,
Please contact your administrator to extend the credit limits for {0}.,Please contact your administrator to extend the credit limits for {0}.,
Please convert the parent account in corresponding child company to a group account.,Please convert the parent account in corresponding child company to a group account.,
Please create Customer from Lead {0}.,Please create Customer from Lead {0}.,
Please create Landed Cost Vouchers against Invoices that have 'Update Stock' enabled.,Please create Landed Cost Vouchers against Invoices that have 'Update Stock' enabled.,
Please create a new Accounting Dimension if required.,Please create a new Accounting Dimension if required.,
Please create purchase from internal sale or delivery document itself,Please create purchase from internal sale or delivery document itself,
Please create purchase receipt or purchase invoice for the item {0},Please create purchase receipt or purchase invoice for the item {0},
"Please delete Product Bundle {0}, before merging {1} into {2}","Please delete Product Bundle {0}, before merging {1} into {2}",
Please do not book expense of multiple assets against one single Asset.,Please do not book expense of multiple assets against one single Asset.,
Please do not create more than 500 items at a time,Please do not create more than 500 items at a time,
Please enable Applicable on Booking Actual Expenses,Please enable Applicable on Booking Actual Expenses,
Please enable Applicable on Purchase Order and Applicable on Booking Actual Expenses,Please enable Applicable on Purchase Order and Applicable on Booking Actual Expenses,
Please enable Use Old Serial / Batch Fields to make_bundle,Please enable Use Old Serial / Batch Fields to make_bundle,
Please enable only if the understand the effects of enabling this.,Please enable only if the understand the effects of enabling this.,
Please enable pop-ups,Please enable pop-ups,
